QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
8889d6e2,CRAFT,Cross-Text Connections,,BB6 MEDIUM,"Text 1 An excavation in Chiquihuite Cave in central Mexico has upended the belief that approximately 13,000 years ago, a group known as the Clovis people were the first human inhabitants of North America. More than 200 crude stone tools were found embedded in a layer of earth that is up to 33,150 years old, revealing that humans occupied the cave thousands of years before the Clovis people reached the continent. Ã‚ Text 2 The objects uncovered in Chiquihuite Cave are intriguing, but it is premature to characterize them as tools. The stone pieces are so roughly shaped that they may have simply fractured from rocks during natural geological activity in the cave. Moreover, their unearthing has thus far not been accompanied by discoveries of other signs of human activity or even traces of human DNA from surfaces. Based on the texts, how would the author of Text 2 most likely respond to the underlined claim in Text 1?"
88bb0f6f,CRAFT,Cross-Text Connections,,,"Text 1 A team led by Bernardo Strassburg has found that rewilding farmland (returning the land to its natural state) could help preserve biodiversity and offset carbon emissions. The amount of farmland that would need to be restored, they found, is remarkably low. Rewilding a mere 15% of the worldÃ¢â‚¬â„¢s current farmland would prevent 60% of expected species extinctions and help absorb nearly 299 gigatons of carbon dioxideÃ¢â‚¬â€a clear win in the fight against the biodiversity and climate crises. Ã‚ Text 2 While StrassburgÃ¢â‚¬â„¢s teamÃ¢â‚¬â„¢s findings certainly offer encouraging insight into the potential benefits of rewilding, itÃ¢â‚¬â„¢s important to consider potential effects on global food supplies. The researchers suggest that to compensate for the loss of food- producing land, remaining farmland would need to produce even more food. Thus, policies focused on rewilding farmland must also address strategies for higher-yield farming. Which choice best describes a difference in how the author of Text 1 and the author of Text 2 view StrassburgÃ¢â‚¬â„¢s teamÃ¢â‚¬â„¢s study?"
8963273a,CRAFT,Text Structure & Purpose,,,"Musician Joni Mitchell, who is also a painter, uses images she creates for her album covers to emphasize ideas expressed in her music. For the cover of her album Turbulent Indigo (1994), Mitchell painted a striking self-portrait that closely resembles Vincent van GoghÃ¢â‚¬â„¢s Self-Portrait with Bandaged Ear (1889). The image calls attention to the albumÃ¢â‚¬â„¢s title song, in which Mitchell sings about the legacy of the postimpressionist painter. In that song, Mitchell also hints that she feels a strong artistic connection to Van GoghÃ¢â‚¬â€an idea that is reinforced by her imagery on the cover. Which choice best describes the overall structure of the text?"
898f182c,ENGLISH_CONV,"Form, Structure, and Sense",901D Lower,,"Richard Spikes was a prolific African American inventor known for his contributions to automotive engineering. Between 1907 and 1946, he patented many inventions, ______ an automobile turn signal, a safety brake, andÃ¢â‚¬â€most famouslyÃ¢â‚¬â€the first automatic gearshift. Which choice completes the text so that it conforms to the conventions of Standard English?"
89961e26,INFO_IDEAS,Central Ideas,,,"Artist Justin Favela explained that he wanted to reclaim the importance of the piÃƒÂ±ata as a symbol in Latinx culture. To do so, he created numerous sculptures from strips of tissue paper, which is similar to the material used to create piÃƒÂ±atas. In 2017, Favela created an impressive life-size piÃƒÂ±ata-like sculpture of the Gypsy Rose lowrider car, which was displayed at the Petersen Automotive Museum in Los Angeles, California. The Gypsy Rose lowrider was famously driven by Jesse Valadez, an early president of the Los Angeles Imperials Car Club. According to the text, which piece of FavelaÃ¢â‚¬â„¢s art was on display in the Petersen Automotive Museum in 2017?"
89ab0d46,ENGLISH_CONV,Boundaries,,,"After the printing press was introduced in 1440, handwritten manuscripts from EuropeÃ¢â‚¬â„¢s medieval period were often destroyed and the paper used for other purposes. In one instance, pages ______ a collection of Norse tales dating to 1270 were discovered lining a bishopÃ¢â‚¬â„¢s miter (hat). Which choice completes the text so that it conforms to the conventions of Standard English?"
89f71526,INFO_IDEAS,Command of Evidence,,,"3.5 3.0 2.5 2.0 1.5 1.0 0.5 0 Deformation rate (centimeters per month) Alcedo Maule Fernandina Pacaya Sierra Negra Deformation Rate of Five Volcanoes volcano When magma moves underneath a volcano, it causes the surface of the volcano to change. This is known as deformation. Researchers recently calculated the amount of deformation occurring each month for five volcanoes in Latin America. Although Sierra Negra experienced a lot of deformation, its deformation rate was still lower than that of ______ Which choice most effectively uses data from the graph to complete the statement?"
89fbc3eb,ENGLISH_CONV,Boundaries,,,"The Mission 66 initiative, which was approved by Congress in 1956, represented a major investment in the infrastructure of overburdened national ______ it prioritized physical improvements to the parksÃ¢â‚¬â„¢ roads, utilities, employee housing, and visitor facilities while also establishing educational programming for the public. Which choice completes the text so that it conforms to the conventions of Standard English?"
8a3998f1,ENGLISH_CONV,Boundaries,,BB10 LOWER,"After the United Kingdom began rolling out taxes equivalent to a few cents on single-use plastic grocery bags in 2011, plastic-bag consumption decreased by up to ninety ______ taxes are subject to what economists call the Ã¢â‚¬Å“rebound effectÃ¢â‚¬Â: as the change became normalized, plastic-bag use started to creep back up. Which choice completes the text so that it conforms to the conventions of Standard English?"
8a3ecac6,INFO_IDEAS,Inferences,,,"North American gray wolves usually have mixed gray and white fur, but some members of the species have a version of a gene, or gene variant, that gives them a mostly black coat instead. Sarah Cubaynes and her team studied twelve populations of North American gray wolves. They found that the black-furred wolves are more common in areas where outbreaks of distemper virus happen regularly. The team also discovered that the black-furred wolves are more likely to be immune to distemper than the gray-furred wolves are. Taken together, these findings suggest that ______ Which choice most logically completes the text?"
8a584241,INFO_IDEAS,Command of Evidence,,,"100 90 80 70 60 50 40 30 20 10 0 Seeds germinated (%) 24 48 72 168 Seed Germination with and without HÃ¢â€šâ€šS Treatment Time (hours) 500 micromoles per liter 10 micromoles per liter untreated In high concentrations, hydrogen sulfide (HÃ¢â€šâ€šS) is typically toxic to many plants. Frederick D. Dooley and colleagues wanted to understand what effects low doses of HÃ¢â€šâ€šS might have on plant growth. They treated bean, corn, wheat, and pea seeds with various concentrations (measured in micromoles per liter) of HÃ¢â€šâ€šS and tracked the germination of those seeds along with the germination of untreated seeds. Treatment with particular concentrations of HÃ¢â€šâ€šS was associated with accelerated germination: for example, ______ Which choice most effectively uses data from the graph to complete the statement?"
8a668840,INFO_IDEAS,Command of Evidence,,,"350 300 250 200 150 100 50 0 Hours of sunshine April May June July August September Monthly Hours of Sunshine from April to September in Anchorage and Fairbanks, Alaska Month Anchorage Fairbanks A student is researching monthly hours of sunshine in different cities in Alaska. When comparing trends in Anchorage and Fairbanks, the student concludes that the two cities show a similar pattern in the monthly hours of sunshine from April to September. Which choice best describes data from the graph that support the studentÃ¢â‚¬â„¢s conclusion?"
8a8236e1,INFO_IDEAS,Central Ideas,,,"Scent is tightly interwoven with our daily lives, often evoking significant memories and important social events. This connection is of growing interest to archaeologists who hope to use it to better understand ancient rituals, trade, social hierarchies, and medicine. Although the speed at which odor molecules dissipate makes identifying ancient scents challenging, advancements in biomolecular technologies show promise in unlocking ancient aromas from preserved artifacts. Archaeological studies making use of these advancements may provide new insights into past societies. According to the text, what is one reason some archaeologists are interested in recovering scents from ancient artifacts?"
8a9d2f4e,ENGLISH_CONV,"Form, Structure, and Sense",,BB8 UPPER,"Researchers studying the Ã¢â‚¬Å“terra-cotta army,Ã¢â‚¬Â the thousands of life-size statues of warriors found interred near the tomb of Emperor Qin Shi Huang of China, were shocked to realize that the shape of each statueÃ¢â‚¬â„¢s ears, like the shape of each personÃ¢â‚¬â„¢s ears, ______ unique. Which choice completes the text so that it conforms to the conventions of Standard English?"
8af28416,INFO_IDEAS,Command of Evidence,,,"2,800 2,600 2,400 2,200 2,000 1,800 1,600 1,400 1,200 1,000 800 600 400 200 0 Number of organic farms California Wisconsin New York Pennsylvania Iowa Washington US States with the Greatest Number of Organic Farms in 2016 State Organic farming is a method of growing food that tries to reduce environmental harm by using natural forms of pest control and avoiding fertilizers made with synthetic materials. Organic farms are still a small fraction of the total farms in the United States, but they have been becoming more popular. According to the US Department of Agriculture, in 2016 California had between 2,600 and 2,800 organic farms and ______ Which choice most effectively uses data from the graph to complete the text?"
8b002b08,ENGLISH_CONV,Boundaries,,,Many Samoans enjoy a sport called kilikiti. This bat-and-ball game was derived from ______ kilikiti differs from cricket in a few key ways. Which choice completes the text so that it conforms to the conventions of Standard English?
8b46bb51,CRAFT,Words in Context,,,"A journalist and well-respected art critic of nineteenth-century Britain, Lady Elizabeth Rigby Eastlake did not hesitate to publish reviews that went against popular opinion. One of her most divisive works was an essay questioning the idea of photography as an emerging medium for fine art: in the essay, Eastlake ______ that the value of photographs was informational rather than creative. Which choice completes the text with the most logical and precise word or phrase?"
8bc66f89,CRAFT,Text Structure & Purpose,903D Medium,,"Part of the Atacama Desert in Peru has surprisingly rich plant life despite receiving almost no rainfall. Moisture from winter fog sustains plants once theyÃ¢â‚¬â„¢re growing, but the soilÃ¢â‚¬â„¢s tough crust makes it hard for seeds to germinate in the first place. Local birds that dig nests in the ground seem to be of help: they churn the soil, exposing buried seeds to moisture and nutrients. Indeed, in 2016 Cristina Rengifo Faiffer found that mounds of soil dug up by birds were far more fertile and supported more seedlings than soil in undisturbed areas. Which choice best describes the function of the underlined portion in the text as a whole?"
8c1be131,INFO_IDEAS,Central Ideas,,,"During the World War II era, some Mexican American women adopted a striking new look called pachuca style. They wore altered menÃ¢â‚¬â„¢s jackets or zoot suits (wide-legged, long-coated suits) and dramatic makeup, and they combed their hair into high, rounded shapes. Some people criticized pachuca style, saying it was dangerous and women should dress traditionally. But historians see things differently. They see pachuca style as a form of rebellion against the eraÃ¢â‚¬â„¢s rigid social expectations for women. They say that it showed a desire for self-expression and freedom on the part of women who adopted the style. According to the text, how do historians view pachuca style?"
8d1ddd1b,EXPRESSIONS,Rhetorical Syntesis,,BB8 UPPER,"While researching a topic, a student has taken the following notes: Ducklings expend up to 62.8% less energy when swimming in a line behind their mother than when swimming alone. The physics behind this energy savings hasnÃ¢â‚¬â„¢t always been well understood. Naval architect Zhiming Yuan used computer simulations to study the effect of the mother duckÃ¢â‚¬â„¢s wake. The study revealed that ducklings are pushed in a forward direction by the wakeÃ¢â‚¬â„¢s waves. Yuan determined this push reduces the effect of wave drag on the ducklings by 158%. The student wants to present the study and its methodology. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
8d53e7a0,ENGLISH_CONV,"Form, Structure, and Sense",901D Medium,,"Slam poet Elizabeth AcevedoÃ¢â‚¬â„¢s debut novel The Poet X, winner of the 2018 National Book Award for Young PeopleÃ¢â‚¬â„¢s Literature, is composed of ______ protagonist, fifteen-year-old Xiomara Batista. Which choice completes the text so that it conforms to the conventions of Standard English?"
8d579825,CRAFT,Words in Context,902D Lower,,"The printing of Virginia WoolfÃ¢â‚¬â„¢s novels featured a creative ______ between Woolf and her sister Vanessa Bell: a talented painter, Bell worked closely with Woolf to create original cover art for most of the novels. Which choice completes the text with the most logical and precise word or phrase?"
8d802289,CRAFT,Cross-Text Connections,,,"Text 1 Dance choreographer Alvin AileyÃ¢â‚¬â„¢s deep admiration for jazz music can most clearly be felt in the rhythms and beats his works were set to. Ailey collaborated with some of the greatest jazz legends, like Charles Mingus, Charlie Parker, and perhaps his favorite, Duke Ellington. With his choice of music, Ailey helped bring jazz to life for his audiences. Ã‚ Text 2 Jazz is present throughout AileyÃ¢â‚¬â„¢s work, but itÃ¢â‚¬â„¢s most visible in AileyÃ¢â‚¬â„¢s approach to choreography. Ailey often incorporated improvisation, a signature characteristic of jazz music, in his work. When managing his dance company, Ailey rarely forced his dancers to an exact set of specific moves. Instead, he encouraged his dancers to let their own skills and experiences shape their performances, as jazz musicians do. Based on the texts, both authors would most likely agree with which statement?"
8de51658,CRAFT,Cross-Text Connections,,,"Text 1 The idea that time moves in only one direction is instinctively understood, yet it puzzles physicists. According to the second law of thermodynamics, at a macroscopic level some processes of heat transfer are irreversible due to the production of entropyÃ¢â‚¬â€after a transfer we cannot rewind time and place molecules back exactly where they were before, just as we cannot unbreak dropped eggs. But laws of physics at a microscopic or quantum level hold that those processes should be reversible. Ã‚ Text 2 In 2015, physicists Tiago BatalhÃƒÂ£o et al. performed an experiment in which they confirmed the irreversibility of thermodynamic processes at a quantum level, producing entropy by applying a rapidly oscillating magnetic field to a system of carbon-13 atoms in liquid chloroform. But the experiment Ã¢â‚¬Å“does not pinpointÃ‚ ... what causes [irreversibility] at the microscopic level,Ã¢â‚¬Â coauthor Mauro Paternostro said. Based on the texts, what would the author of Text 1 most likely say about the experiment described in Text 2?"
8df848c1,ENGLISH_CONV,"Form, Structure, and Sense",,,"When they were first introduced to western Europe from Byzantium in the eleventh century, table forks were met with much resistance. The Bishop of Ostia, St. Peter Damian, condemned the eating utensils because he considered ______ dangerous and unnecessary luxury items.Ã‚ Which choice completes the text so that it conforms to the conventions of Standard English?"
8e9677e6,EXPRESSIONS,Transitions,,,"In 2009, the Craft and Folk Art Museum in Los Angeles hosted a special exhibition, SueÃƒÂ±os/Yume, showcasing the works of local sculptor Dora de Larios. As suggested by the showÃ¢â‚¬â„¢s title (sueÃƒÂ±os and yume mean Ã¢â‚¬Å“dreamsÃ¢â‚¬Â in Spanish and Japanese, respectively), de LariosÃ¢â‚¬â„¢s art reflects a mix of cultural influences. ______ her work is grounded in the artistic traditions of both Mexico and Japan. Which choice completes the text with the most logical transition?"
8f3a200e,INFO_IDEAS,Central Ideas,,BB6 UPPER,"Some astronomers searching for extraterrestrial life have proposed that atmospheric NH (ammonia) can serve as a biosignature gasÃ¢â‚¬â€an indication that a planet harbors life. Jingcheng Huang, Sara Seager, and colleagues evaluated this possibility, finding that on rocky planets, atmospheric NH likely couldnÃ¢â‚¬â„¢t reach detectably high levels in the absence of biological activity. But the team also found that on so-called mini-NeptunesÃ¢â‚¬â€gas planets smaller than Neptune but with atmospheres similar to NeptuneÃ¢â‚¬â„¢sÃ¢â‚¬â€atmospheric pressure and temperature can be high enough to produce atmospheric NH Based on the text, Huang, Seager, and colleagues would most likely agree with which statement about atmospheric NH ?"
8f6d6ae6,ENGLISH_CONV,Boundaries,,,"Archaeologists have estimated that the pre-Columbian Native American city of Cahokia, located across the Mississippi River from modern-day St. Louis, Missouri, had as many as 20,000 inhabitants in the year 1150 ______ it one of the largest cities in North America at the time. Which choice completes the text so that it conforms to the conventions of Standard English?"
8fb67890,INFO_IDEAS,Central Ideas,,,Archaeologists have discovered a runestone in Norway that may contain the earliest example of written words in Scandinavia. Carbon dating at the discovery site revealed that the stone was likely carved between 1 and 250 CE. Runologist Kristel Zilmer believes the stone will be helpful in learning more about the use of runic alphabets in early Iron Age Scandinavia. Which choice best states the main topic of the text?
8fbed1cb,INFO_IDEAS,Inferences,,,"When the Vinland Map, a map of the world purported to date to the mid-1400s, surfaced in 1957, some scholars believed it demonstrated that European knowledge of the eastern coast of present-day North America predated Christopher ColumbusÃ¢â‚¬â„¢s 1492 arrival. In 2021, a team including conservators Marie-France Lemay and Paula Zyats and materials scientist AnikÃƒÂ³ Bezur performed an extensive analysis of the map and the ink used. They found that the ink contains titanium dioxide, a compound that was first introduced in ink manufacturing in the early 1900s. Therefore, the team concluded that ______ Which choice most logically completes the text?"
8fe4f4ab,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: One of historyÃ¢â‚¬â„¢s greatest libraries was the House of Wisdom in Baghdad, Iraq. It was founded in the eighth century with the goal of preserving all the worldÃ¢â‚¬â„¢s knowledge. Scholars at the House of Wisdom collected ancient and contemporary texts from Greece, India, and elsewhere and translated them into Arabic. Writings included those of the Greek philosopher Aristotle and the Indian mathematician Aryabhata. The House of Wisdom used Chinese papermaking technology to create paper versions to be studied and shared. The student wants to explain how the House of Wisdom preserved the worldÃ¢â‚¬â„¢s knowledge. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
90117366,EXPRESSIONS,Transitions,,,"To explore how blinking affects social interactions, Dutch researchers observed interactions between human speakers and Ã¢â‚¬Å“listenersÃ¢â‚¬Â (animated human faces on a screen). The researchers found that when the listeners blinked slowly, the speakers tended to talk for less time. ______ quicker blinks were associated with longer talking times. Which choice completes the text with the most logical transition?"
9077be25,INFO_IDEAS,Inferences,,,"Alice Guy-BlachÃƒÂ© directed hundreds of films between 1896 and 1920. She wanted audiences to feel like they were watching real people on screen. She would encourage actors in her films to behave naturally. Guy-BlachÃƒÂ© even hung a large sign reading Ã¢â‚¬Å“Be NaturalÃ¢â‚¬Â in the studio where she made her films. At the time, films lacked sound, so actors needed to rely solely on their bodies and facial expressions to convey emotions. As a result, actors tended to highly exaggerate their actions and expressions. The style of acting in Guy-BlachÃƒÂ©Ã¢â‚¬â„¢s films was therefore ______ Which choice most logically completes the text?"
9091458d,ENGLISH_CONV,Boundaries,,,Emperor penguins donÃ¢â‚¬â„¢t waddle out of the ocean. They launch themselves at such a high speed that they travel up to two meters before landing. How ______ A layer of microbubbles on their plumage reduces friction as the penguins speed to the surface. Which choice completes the text so that it conforms to the conventions of Standard English?
9107ad5c,CRAFT,Words in Context,,,Stars form in cloudlike swirls of gas and dust that cannot be touchedÃ¢â‚¬Å¡ but astrophysicist Nia Imara believes these formations need not remain completely ______ to researchers: she uses simulation data and sophisticated 3D printers to produce interactive models of these stellar nurseries. Which choice completes the text with the most logical and precise word or phrase?
911c7a87,EXPRESSIONS,Transitions,,BB5 MEDIUM,"After appropriate permissions are granted, a typical archaeological dig begins with a surveyor making a detailed grid of the excavation site. Then, the site is carefully dug, and any artifacts found are recorded and mapped onto the site grid. ______ the artifacts are removed, cataloged, and analyzed in a laboratory. Which choice completes the text with the most logical transition?"
91fbd59d,ENGLISH_CONV,Boundaries,901D Lower,,"Award-winning cinematographer James Wong Howe was known for his innovative filming techniques. While filming a boxing match for the movie Body and Soul ______ Howe had a handheld camera operator wear roller skates. This allowed the operator to move smoothly around actors in a boxing ring, creating an immersive experience for viewers. Which choice completes the text so that it conforms to the conventions of Standard English?"
92c2564d,INFO_IDEAS,Central Ideas,,BB8 LOWER,"Utah is home to Pando, a colony of about 47,000 quaking aspen trees that all share a single root system. Pando is one of the largest single organisms by mass on Earth, but ecologists are worried that its growth is declining in part because of grazing by animals. The ecologists say that strong fences could prevent deer from eating young trees and help Pando start thriving again. According to the text, why are ecologists worried about Pando?"
92dec236,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: MaikaÃ¢â‚¬â„¢i Tubbs is a Native Hawaiian sculptor and installation artist. His work has been shown in the United States, Canada, Japan, and Germany, among other places. Many of his sculptures feature discarded objects. His work Erasure (2008) includes discarded audiocassette tapes and magnets. His work Home Grown (2009) includes discarded pushpins, plastic plates and forks, and wood. The student wants to emphasize a similarity between the two works. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
92fe0ed7,EXPRESSIONS,Transitions,,,"Geoscientists have long considered HawaiiÃ¢â‚¬â„¢s Mauna Loa volcano to be EarthÃ¢â‚¬â„¢s largest shield volcano by volume, measuring approximately 74,000 cubic kilometers. ______ according to a 2020 study by local geoscientist Michael Garcia, HawaiiÃ¢â‚¬â„¢s PÃ…Â«hÃ„Âhonu shield volcano is significantly larger, boasting a volume of about 148,000 cubic kilometers. Which choice completes the text with the most logical transition?"
9336f63b,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: A small number of US Navy sailors of Filipino descent served during the US Civil War (1861Ã¢â‚¬â€œ1865). Stephen Amos was born in the Philippines around 1830. He enlisted in the US Navy in November 1863. Raphael Ignases was born in the Philippines around 1834. He enlisted in the US Navy in July 1861. The student wants to emphasize the historical significance of Stephen AmosÃ¢â‚¬â„¢s enlistment date. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
93665100,CRAFT,Words in Context,,BB8 UPPER,"Seminole/Muscogee director Sterlin Harjo ______ televisionÃ¢â‚¬â„¢s tendency to situate Native characters in the distant past: this rejection is evident in his series Reservation Dogs, which revolves around teenagers who dress in contemporary styles and whose dialogue is laced with current slang. Which choice completes the text with the most logical and precise word or phrase?"
9391b7cc,INFO_IDEAS,Inferences,,BB8 MEDIUM,"If some artifacts recovered from excavations of the settlement of Kuulo Kataa, in modern Ghana, date from the thirteenth century CE, that may lend credence to claims that the settlement was founded before or around that time. There is other evidence, however, strongly supporting a fourteenth century CE founding date for Kuulo Kataa. If both the artifact dates and the fourteenth century CE founding date are correct, that would imply that ______ Which choice most logically completes the text?"
93cad661,INFO_IDEAS,Inferences,,,"A main goal of the Association for the Advancement of Creative Musicians (AACM), an arts organization founded in 1965, is to advance new works by Black musicians. The AACM achieves this goal in part by focusing on young artists. By having established musicians and composers serve as mentors, the AACM gives young artists the benefits of expert technical training and creative guidance. Numerous organizations offer similar kinds of support to new generations of painters, writers, and other artists, suggesting that ______ Which choice most logically completes the text?"
940ff6f7,ENGLISH_CONV,Boundaries,,BB5 MEDIUM,"Jamaican British artist Willard Wigan is known for his remarkable ______ so small that they are best viewed through a microscope, WiganÃ¢â‚¬â„¢s sculptures are made from tiny natural materials, such as spiderweb strands. Which choice completes the text so that it conforms to the conventions of Standard English?"
9421ed62,CRAFT,Text Structure & Purpose,,BB8 LOWER,"In 2007, computer scientist Luis von Ahn was working on converting printed books into a digital format. He found that some words were distorted enough that digital scanners couldnÃ¢â‚¬â„¢t recognize them, but most humans could easily read them. Based on that finding, von Ahn invented a simple security test to keep automated Ã¢â‚¬Å“botsÃ¢â‚¬Â out of websites. The first version of the reCAPTCHA test asked users to type one known word and one of the many words scanners couldnÃ¢â‚¬â„¢t recognize. Correct answers proved the users were humans and added data to the book-digitizing project. Which choice best states the main purpose of the text?"
9452092c,INFO_IDEAS,Command of Evidence,,,"Effects of Mycorrhizal Fungi on 3 Plant Species Plant species Mycorrhizal host Average mass of plants grown in soil containing mycorrhizal fungi (in grams) Average mass of plants grown in soil treated to kill fungi (in grams) Corn yes 15.1 3.8 Marigold yes 10.2 2.4 Broccoli no 7.5 7 Mycorrhizal fungi in soil benefits many plants, substantially increasing the mass of some. A student conducted an experiment to illustrate this effect. The student chose three plant species for the experiment, including two that are mycorrhizal hosts (species known to benefit from mycorrhizal fungi) and one nonmycorrhizal species (a species that doesnÃ¢â‚¬â„¢t benefit from and may even be harmed by mycorrhizal fungi). The student then grew several plants from each species both in soil containing mycorrhizal fungi and in soil that had been treated to kill mycorrhizal and other fungi. After several weeks, the student measured the plantsÃ¢â‚¬â„¢ average mass and was surprised to discover that ______ Which choice most effectively uses data from the table to complete the statement?"
94978129,INFO_IDEAS,Command of Evidence,,BB10 LOWER,"Approximate Rates of Speech and Information Conveyed for Five Languages Language Rate of speech (syllables per second) Rate of information conveyed (bits per second) Serbian 7.2 39.1 Spanish 7.7 42.0 Vietnamese 5.3 42.5 Thai 4.7 33.8 Hungarian 5.9 34.6 A group of researchers working in Europe, Asia, and Oceania conducted a study to determine how quickly different Eurasian languages are typically spoken (in syllables per second) and how much information they can effectively convey (in bits per second). They found that, although languages vary widely in the speed at which they are spoken, the amount of information languages can effectively convey tends to vary much less. Thus, they claim that two languages with very different spoken rates can nonetheless convey the same amount of information in a given amount of time.Ã‚ Which choice best describes data from the table that support the researchersÃ¢â‚¬â„¢ claim?"
94c54577,INFO_IDEAS,Command of Evidence,,,"While attending school in New York City in the 1980s, Okwui Enwezor encountered few works by African artists in exhibitions, despite New YorkÃ¢â‚¬â„¢s reputation as one of the best places to view contemporary art from around the world. According to an arts journalist, later in his career as a renowned curator and art historian, Enwezor sought to remedy this deficiency, not by focusing solely on modern African artists, but by showing how their work fits into the larger context of global modern art and art history. Which finding, if true, would most directly support the journalistÃ¢â‚¬â„¢s claim?"
94ca8ebd,INFO_IDEAS,Command of Evidence,,BB9 MEDIUM,"A student is examining a long, challenging poem that was initially published in a quarterly journal without explanatory notes, then later republished in a stand-alone volume containing only that poem and accompanying explanatory notes written by the poet. The student asserts that the explanatory notes were included in the republication primarily as a marketing device to help sell the stand-alone volume. Which statement, if true, would most directly support the studentÃ¢â‚¬â„¢s claim?"
94cb8720,EXPRESSIONS,Rhetorical Syntesis,,BB8 UPPER,"While researching a topic, a student has taken the following notes: In 2020, theater students at Radford and Virginia Tech chose an interactive, online format to present a play about woman suffrage activists. Their Ã¢â‚¬Å“Women and the VoteÃ¢â‚¬Â website featured an interactive digital drawing of a Victorian-style house. Audiences were asked to focus on a room of their choice and select from that room an artifact related to the suffrage movement. One click took them to video clips, songs, artwork, and texts associated with the artifact. The play was popular with audiences because the format allowed them to control the experience. The student wants to explain an advantage of the Ã¢â‚¬Å“Women and the VoteÃ¢â‚¬Â format. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
94de423a,ENGLISH_CONV,"Form, Structure, and Sense",,,"In a rural area along the border between Oklahoma and Texas, amateur astronomers gather each year to observe the night sky at the Okie-Tex Star Party. Like most star parties, Okie-Tex takes place in an area with low light pollution, ______ dark skies and ideal stargazing conditions. Which choice completes the text so that it conforms to the conventions of Standard English?"
94eb800d,CRAFT,Words in Context,,,"For a 2020 exhibition, photographer and neurobiologist Okunola Jeyifous ______ a series of new images based on a series of alphabet posters from the 1970s known as the Ã¢â‚¬Å“Black ABCs,Ã¢â‚¬Â which featured Black children from Chicago. Jeyifous photographed the now-adult models and layered the photos over magnified images of the modelsÃ¢â‚¬â„¢ cells, resulting in what he called Ã¢â‚¬Å“micro and macro portraiture.Ã¢â‚¬Â Which choice completes the text with the most logical and precise word or phrase?"
94f48106,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: In 2022, University of Miami researchers discovered brine pools in the Gulf of Aqaba. A brine pool is an underwater lake that sits on the ocean floor. The water in brine pools is three to eight times saltier than the surrounding ocean. The extreme saltiness of this water makes it toxic to most sea life. Some forms of bacteria are able to survive in brine pools. The student wants to explain why brine pools are toxic to most sea life. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
94f4eecb,EXPRESSIONS,Rhetorical Syntesis,,BB8 MEDIUM,"While researching a topic, a student has taken the following notes: Las sergas de EsplandiÃƒÂ¡n was a novel popular in sixteenth-century Spain. The novel featured a fictional island inhabited solely by Black women and known as California. That same century, Spanish explorers learned of an Ã¢â‚¬Å“islandÃ¢â‚¬Â off the west coast of Mexico. They called it California after the island in the novel. The Ã¢â‚¬Å“islandÃ¢â‚¬Â was actually the peninsula now known as Baja California (Ã¢â‚¬Å“Lower CaliforniaÃ¢â‚¬Â), which lies to the south of the US state of California. The student wants to emphasize the role a misconception played in the naming of a place. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
9502ec65,EXPRESSIONS,Transitions,,,"When soil becomes contaminated by toxic metals, it can be removed from the ground and disposed of in a landfill. ______ contaminated soil can be detoxified via phytoremediation: plants that can withstand high concentrations of metals absorb the pollutants and store them in their shoots, which are then cut off and safely disposed of, preserving the health of the plants. Which choice completes the text with the most logical transition?"
95146ebb,INFO_IDEAS,Central Ideas,902D Medium,,"The ice melted on a Norwegian mountain during a particularly warm summer in 2019, revealing a 1,700-year-old sandal to a mountaineer looking for artifacts. The sandal would normally have degraded quickly, but it was instead well preserved for centuries by the surrounding ice. According to archaeologist Espen Finstad and his team, the sandal, like those worn by imperial Romans, wouldnÃ¢â‚¬â„¢t have offered any protection from the cold in the mountains, so some kind of insulation, like fabric or animal skin, would have needed to be worn on the feet with the sandal. What does the text indicate about the discovery of the sandal?"
95388117,INFO_IDEAS,Command of Evidence,,BB6 MEDIUM,"Land Area Covered by Native Flowering Plants at a Site in Antarctica Species Area covered in 2009 (in square meters) Area covered in 2018 (in square meters) Percent increase in area covered from 2009 to 2018 Deschampsia antarctica 1,230 1,576 28% Colobanthus quitensis 6.9 10.7 55% The only flowering plant species native to Antarctica, Colobanthus quitensis and Deschampsia antarcticaÃ‚ grow in places where the earth remains free of ice for much of the year. Botanist Niccoletta Cannone wondered how the warming of AntarcticaÃ¢â‚¬â„¢s climate in recent years had affected these species, so she visited a site in Antarctica, first in 2009 and later in 2018, to count the number of plants growing there. Cannone found that the area of land covered by the two species had significantly expanded during the nine-year period. While both species likely benefited from warming temperatures, Colobanthus quitensis ______ Which choice most effectively uses data from the table to complete the comparison?"
